Time U-Total U8 
9.333333333333334 0.6020691590909091 1.0 
10.833333333333334 0.6020691590909091 1.0 
12.333333333333334 0.6020691590909091 1.0 
13.833333333333334 0.6020691590909091 1.0 
15.333333333333334 0.6020691590909091 1.0 
16.833333333333332 0.6020691590909091 1.0 
18.333333333333332 0.6020691590909091 1.0 
19.833333333333332 0.6020691590909091 1.0 
21.333333333333332 0.6020691590909091 1.0 
22.833333333333332 0.6020691590909091 1.0 
24.333333333333332 0.6020691590909091 1.0 
25.833333333333332 0.6020691590909091 1.0 
27.333333333333332 0.6020691590909091 1.0 
28.833333333333332 0.6020691590909091 1.0 
30.333333333333332 0.6020691590909091 1.0 
31.833333333333332 0.6020691590909091 1.0 
33.333333333333336 0.6020691590909091 1.0 
34.833333333333336 0.6020691590909091 1.0 
36.333333333333336 0.6020691590909091 1.0 
37.833333333333336 0.6020691590909091 1.0 
39.333333333333336 0.6020691590909091 1.0 
40.833333333333336 0.6020691590909091 1.0 
42.333333333333336 0.6020691590909091 1.0 
43.833333333333336 0.6020691590909091 1.0 
45.333333333333336 0.6020691590909091 1.0 
46.833333333333336 0.6020691590909091 1.0 
48.333333333333336 0.6020691590909091 1.0 
49.833333333333336 0.6020691590909091 1.0 
51.333333333333336 0.6020691590909091 1.0 
52.833333333333336 0.6020691590909091 1.0 
54.333333333333336 0.6020691590909091 1.0 
55.833333333333336 0.6020691590909091 1.0 
57.333333333333336 0.6020691590909091 1.0 
58.833333333333336 0.6020691590909091 1.0 
60.333333333333336 0.6020691590909091 1.0 
61.833333333333336 0.6020691590909091 1.0 
63.333333333333336 0.6020691590909091 1.0 
64.83333333333333 0.6020691590909091 1.0 
66.33333333333333 0.6020691590909091 1.0 
67.83333333333333 0.6020691590909091 1.0 
69.33333333333333 0.6020691590909091 1.0 
70.83333333333333 0.6020691590909091 1.0 
72.33333333333333 0.6020691590909091 1.0 
73.83333333333333 0.6020691590909091 1.0 
75.33333333333333 0.6020691590909091 1.0 
76.83333333333333 0.6020691590909091 1.0 
78.33333333333333 0.6020691590909091 1.0 
79.83333333333333 0.6020691590909091 1.0 
81.33333333333333 0.6020691590909091 1.0 
82.83333333333333 0.6020691590909091 1.0 
84.33333333333333 0.6020691590909091 1.0 
85.83333333333333 0.6020691590909091 1.0 
87.25 1.8273625454545455 1.0 
88.83333333333333 0.6020691590909091 1.0 
90.33333333333333 0.6020691590909091 1.0 
91.83333333333333 0.6020691590909091 1.0 
93.33333333333333 0.6020691590909091 1.0 
94.83333333333333 0.6020691590909091 1.0 
96.33333333333333 0.6020691590909091 1.0 
97.83333333333333 0.6020691590909091 1.0 
99.33333333333333 0.6020691590909091 1.0 
