Time 1.1-W-Pu-Total 1.1-W-Pu9 1.1-M-Pu-Total 1.1-M-Pu9 1.2-W-Pu-Total 1.2-W-Pu8 1.2-W-Pu9 1.2-W-Pu10 1.2-W-Pu11 1.2-W-Pu12 1.2-M-Pu-Total 1.2-M-Pu8 1.2-M-Pu9 1.2-M-Pu10 1.2-M-Pu11 1.2-M-Pu12 1.3-W-Pu-Total 1.3-W-Pu8 1.3-W-Pu9 1.3-W-Pu10 1.3-W-Pu11 1.3-W-Pu12 1.3-M-Pu-Total 1.3-M-Pu8 1.3-M-Pu9 1.3-M-Pu10 1.3-M-Pu11 1.3-M-Pu12 
0.16666666666666666 0.4245333333333333 1.0 0.35377777777777775 1.0 0.4245333333333334 0.019095477386934675 0.42490577889447234 0.28569409547738694 0.16300251256281406 0.10730213567839195 0.35377777777777775 0.019095477386934675 0.42490577889447234 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.24960328642447105 0.021342540852355082 0.4456275522657958 0.302759882934559 0.11804559461898932 0.11222442932830091 0.3370617469861817 0.020029290476308467 0.445977232749963 0.2998599970988016 0.12150988358781915 0.11262359608710794 
0.3333333333333333 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.32331581397025827 0.021356227750116537 0.4447443433765805 0.30216757509450626 0.11973085132783337 0.1120010024509633 0.33311772681358204 0.02002929047630846 0.4459772327499628 0.2998599970988015 0.12150988358781913 0.1126235960871079 
0.5 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.3221485778830615 0.02130427645026968 0.44756730802524747 0.3040593725784359 0.11435373193881943 0.11271531100722755 0.3332873053979999 0.02003228888669237 0.4457513755724688 0.29971005897664005 0.12193996902902705 0.11256630753517183 
0.6666666666666666 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.3227839827519432 0.021337256279011247 0.4458954456868678 0.3029393512643471 0.11753572335365102 0.11229222341612277 0.33311373486371065 0.020029218330412317 0.4459825521614328 0.29986352818937906 0.1214997559305775 0.11262494538819817 
2.1666666666666665 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.3219295124237145 0.021299351926028193 0.44781694930380883 0.3042266133532571 0.11387859927572011 0.11277848614118577 0.33311373486371065 0.020029218330412317 0.4459825521614328 0.29986352818937906 0.1214997559305775 0.11262494538819817 
3.6666666666666665 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.32247955556509184 0.021332100144411337 0.4461568281008508 0.3031144577118507 0.11703824423818306 0.11235836980470419 0.3303269296944045 0.019972994419278738 0.44972692972885997 0.302348135184313 0.11437708512913189 0.11357485553841634 
5.166666666666667 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.3216109830075327 0.02129438830155439 0.4480685727092739 0.3043951820031842 0.11339969410656812 0.11284216287941946 0.3332873053979999 0.02003228888669237 0.4457513755724688 0.29971005897664005 0.12193996902902705 0.11256630753517183 
6.666666666666667 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.32215125809339634 0.021326881453892988 0.44642138169212797 0.30329168860828715 0.11653472954269505 0.11242531870299696 0.3332873053979999 0.02003228888669237 0.4457513755724688 0.29971005897664005 0.12193996902902705 0.11256630753517183 
8.166666666666666 0.34972286293124544 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.32128537535564583 0.021289351426953325 0.4483239094187108 0.3045662382859136 0.11291372154850032 0.112906779319922 0.3332873053979999 0.02003228888669237 0.4457513755724688 0.29971005897664005 0.12193996902902705 0.11256630753517183 
9.666666666666666 0.349729723117891 1.0 0.34963816031999995 1.0 0.35038422907015176 0.019095477386934675 0.4249057788944723 0.28569409547738694 0.16300251256281406 0.10730213567839196 0.34963816031999995 0.019095477386934675 0.42490577889447234 0.285694095477387 0.1630025125628141 0.10730213567839196 0.32181968374052755 0.021321590272657186 0.44668961009024943 0.3034713813473622 0.1160242207283965 0.11249319756133472 0.03035306826849368 0.019641657532327814 0.46349827158118195 0.3114638610032252 0.0883247634770782 0.11707144640618683 
