Time 3-W-Pu-Total 3-W-Pu8 3-W-Pu9 3-W-Pu10 3-W-Pu11 3-W-Pu12 
9.666666666666666 0.24960328642447105 0.021342540852355082 0.4456275522657958 0.302759882934559 0.11804559461898932 0.11222442932830091 
11.166666666666666 0.32331581397025827 0.021356227750116537 0.4447443433765805 0.30216757509450626 0.11973085132783337 0.1120010024509633 
12.666666666666666 0.3221485778830615 0.02130427645026968 0.44756730802524747 0.3040593725784359 0.11435373193881943 0.11271531100722755 
14.166666666666666 0.3227839827519432 0.021337256279011247 0.4458954456868678 0.3029393512643471 0.11753572335365102 0.11229222341612277 
15.666666666666666 0.3219295124237145 0.021299351926028193 0.44781694930380883 0.3042266133532571 0.11387859927572011 0.11277848614118577 
17.166666666666668 0.32247955556509184 0.021332100144411337 0.4461568281008508 0.3031144577118507 0.11703824423818306 0.11235836980470419 
18.666666666666668 0.3216109830075327 0.02129438830155439 0.4480685727092739 0.3043951820031842 0.11339969410656812 0.11284216287941946 
20.166666666666668 0.32215125809339634 0.021326881453892988 0.44642138169212797 0.30329168860828715 0.11653472954269505 0.11242531870299696 
21.666666666666668 0.32128537535564583 0.021289351426953325 0.4483239094187108 0.3045662382859136 0.11291372154850032 0.112906779319922 
23.166666666666668 0.32181968374052755 0.021321590272657186 0.44668961009024943 0.3034713813473622 0.1160242207283965 0.11249319756133472 
24.666666666666668 0.3209571684406492 0.0212842393894993 0.44858305639484375 0.30473984715913693 0.11242049705608559 0.1129723600004345 
26.166666666666668 0.3214856417469763 0.021316225824660712 0.4469615526355482 0.30365356228412366 0.11550664292034164 0.1125620163353259 
27.666666666666668 0.32062638249526626 0.02127905173235549 0.4488460367963223 0.30491602413739766 0.11191997655235475 0.11303891078156951 
29.166666666666668 0.3211489830035195 0.021310787660078923 0.4472372321312013 0.30383824669497533 0.11498195271811855 0.11263178079562586 
30.666666666666668 0.32029284201304925 0.021273787963377228 0.4491128755716737 0.3050947859343219 0.11141211255373479 0.11310643797689238 
32.166666666666664 0.320809532104017 0.0213052752443187 0.4475166756775953 0.30402545273512643 0.11445009854260234 0.11270249780035735 
33.666666666666664 0.3199563802645877 0.021268447496856076 0.4493836024124968 0.30527615244103556 0.11089684854934402 0.1131749491002677 
35.166666666666664 0.32046712930391025 0.021299687949675624 0.4477999150952519 0.30421520172191985 0.11391101983101458 0.1127741754021379 
36.666666666666664 0.3196168465083025 0.02126302966038953 0.4496582514052154 0.305460146492864 0.11037411966380073 0.11324445277773033 
38.166666666666664 0.3201216301761339 0.021294025064102103 0.44808698648034384 0.30440751783706094 0.11336464788289638 0.1128468227355968 
39.666666666666664 0.31927410419137575 0.021257533703348083 0.4499368606018535 0.30564679358178526 0.10984385347414861 0.11331495863886448 
41.166666666666664 0.31977290359025196 0.02128828579945095 0.4483779297867947 0.30460242784665675 0.11281090665547769 0.11292044991161995 
42.666666666666664 0.3189280290134541 0.02125195880424773 0.4502194716462951 0.30583612160605206 0.1093059707211816 0.11338647722222363 
44.166666666666664 0.3194208298788446 0.02128246929856919 0.44867278846667313 0.3047999608603066 0.11224971344810454 0.11299506792634656 
45.666666666666664 0.318578507228759 0.021246304077061913 0.45050612945430957 0.3060281606558325 0.10876038591843952 0.1134590198943564 
47.166666666666664 0.3190652992426471 0.02127657464136231 0.448971609162774 0.30500014812515536 0.11168097948733569 0.11307068858337273 
48.666666666666664 0.31822543417187765 0.021240568576607412 0.45079688194052725 0.306222942830305 0.10820700787184609 0.11353259878071421 
50.166666666666664 0.31870621036663627 0.021270600849963007 0.44927444144659473 0.3052030228503568 0.11110461042564286 0.11314732442744267 
51.666666666666664 0.3178687129786469 0.02123475130312523 0.4510917797862116 0.3064205020820826 0.10764574012169789 0.11360722670688281 
53.166666666666664 0.31834346921949247 0.021264546893122235 0.4495813375957401 0.30540862005795205 0.11052050676506764 0.11322498868811806 
54.666666666666664 0.3175082534764964 0.02122885120616239 0.45139087624248037 0.3066208740853863 0.10707648131718653 0.11368291714878445 
56.166666666666664 0.3179769880122632 0.02125841168992451 0.449892352405579 0.3056169764566939 0.10992856421568761 0.11330369523211507 
57.666666666666664 0.31714397122189086 0.021222867187845978 0.45169422696433464 0.30682409612485784 0.10649912553228445 0.11375968419067717 
59.166666666666664 0.31760668429518085 0.02125219411291612 0.4502075430306656 0.3058281303358106 0.10932867399743364 0.11338345852317404 
60.666666666666664 0.31677578666541295 0.021216798105628643 0.452001889871477 0.3070302070023167 0.10591356253064521 0.11383754248993246 
62.166666666666664 0.317232480174325 0.02124589299072282 0.4505269688520382 0.30604212147610643 0.10872072309265492 0.11346429358847746 
63.666666666666664 0.31640362442756537 0.02121064277457446 0.4523139250324347 0.3072392469591331 0.10531967798614644 0.11391650724771119 
65.16666666666667 0.3168543016322176 0.021239507110223457 0.45085069136703154 0.3062589910761445 0.10810459445583488 0.11354621599076546 
66.66666666666667 0.31602741267058604 0.021204399969244433 0.4526303945689775 0.30745125761219405 0.1047173536648085 0.11399659418477545 
68.16666666666667 0.31647207793852744 0.021233035218336874 0.45117877409869267 0.30647878169156145 0.10748016718599669 0.11362924180541242 
69.66666666666667 0.3156470825535069 0.021198068425233058 0.4529513625782227 0.30766628190171985 0.10410646757304845 0.11407781952177592 
71.16666666666667 0.3160857411388795 0.02122647602347169 0.4515112825222844 0.30670153718583126 0.10684731666658503 0.11371338760182761 
72.66666666666667 0.3179432590793114 0.021274025988057624 0.4494751702236025 0.3053387369045036 0.11071410659673338 0.11319796028710268 
74.16666666666667 0.32082208728552014 0.021356227750116537 0.4447443433765806 0.30216757509450626 0.11973085132783333 0.1120010024509633 
75.66666666666667 0.3145546225450316 0.021134568997946437 0.4553431548582797 0.30926583561552423 0.09957298572396503 0.1146834548042847 
