Time 3-MLP-STD-Pu-Total 3-MLP-STD-Pu8 3-MLP-STD-Pu9 3-MLP-STD-Pu10 3-MLP-STD-Pu11 3-MLP-STD-Pu12 
5.25 1.170741780646041 0.029321900920173935 0.4171516157693193 0.27038893397086866 0.16937369319105644 0.11376385614858175 
9.75 1.3094061380054018 0.03538570385185848 0.4288565123794973 0.2682516390172546 0.16040514020795676 0.10710100454343288 
14.25 1.454954555325481 0.03955674597762997 0.44098442888359585 0.2663534560916425 0.1512931360806201 0.10181223296651153 
18.75 1.5671054039225594 0.04267508000335871 0.4491988909213754 0.26512943147981205 0.14426804312416522 0.09872855447128868 
26.25 1.7215334725698974 0.04634468719128641 0.4603530459816339 0.26377933204415743 0.1347024925231129 0.09482044225980935 
30.75 1.7559587193319195 0.048203703230161626 0.4633849375213196 0.26322731608962435 0.13198061837062564 0.09320342478826872 
38.25 1.8160782440469225 0.04743894066084492 0.4701909304331639 0.26357329206109464 0.1276678208064182 0.09112901603847841 
42.75 1.7984583779839056 0.04824135836812508 0.47051720397552343 0.26348843493522195 0.12778044073871625 0.08997256198241324 
50.25 1.8377589968092558 0.05202838134053966 0.4732857378402292 0.26216163003580234 0.1248276409563858 0.08769660982704298 
54.75 1.7810110066874005 0.05033136817644534 0.4721877618594534 0.2632091835197994 0.12701049388803576 0.08726119255626619 
59.25 1.7694157344876569 0.05295002284682 0.47138455967975124 0.2624235016603457 0.12725961504606648 0.0859823007670166 
63.75 1.7211218970841944 0.051152101093861764 0.47041762971284107 0.26348609208493357 0.12933151689494518 0.08561266021341847 
68.25 1.6949917330534163 0.05117245299083888 0.46985031597300453 0.26373274276891756 0.13035566073216168 0.0848888275350774 
72.75 1.6912934128595918 0.05370982912520436 0.46918522196866946 0.2629588925318119 0.1303963389724971 0.0837497174018172 
77.25 1.6604734324030006 0.051929110287925115 0.4690038712013989 0.26395175960359757 0.1316939070926889 0.08342135181438945 
80.0 1.643736309845492 0.051592472183313615 0.46878047346250257 0.26410157627328473 0.13263579556178412 0.08288968251911497 
84.75 1.6173344293344896 0.05222039731994234 0.4670743151109571 0.2644266273498209 0.13373505130430832 0.08254360891497127 
89.25 1.6080480322049464 0.05221261632849903 0.46727971163396287 0.2646081810039666 0.13398709675912712 0.0819123942744444 
93.75 1.5989168192427734 0.05240680644194926 0.4671206454896573 0.2647912200303756 0.13431098919856496 0.08137033883945297 
98.25 1.5898502766127163 0.05262752080475646 0.46700037768815605 0.2649894056516946 0.13453385980914295 0.08084883604624989 
