Time 3-MLP-Pu-Total 3-MLP-Pu8 3-MLP-Pu9 3-MLP-Pu10 3-MLP-Pu11 3-MLP-Pu12 
5.25 0.9660064864245143 0.03235548499840316 0.3956145342134763 0.271748701793962 0.17556719705815452 0.1247140819360041 
9.75 1.0650884214285756 0.039065242990326765 0.40413372282518656 0.27004284172903686 0.16936275483905444 0.11739543761639533 
14.25 1.161104538577781 0.04403071479124164 0.41236802763421565 0.26879523874235184 0.16312815388572421 0.11167786494646662 
18.75 1.2434284974559489 0.047807631833483 0.41937073107477113 0.2677702091210517 0.1575721020076339 0.10747932596306026 
23.25 1.3082131122617124 0.05072388398437604 0.42411931150004173 0.2668252526272978 0.15301615142517155 0.10531540046311288 
27.75 1.3566897335900823 0.05301243106497157 0.42767959661709415 0.26611922684416073 0.14950008738556636 0.10368865808820724 
32.25 1.372899380051278 0.051335631641345573 0.4303959905572723 0.26696032376069456 0.14811186644993093 0.10319618759075676 
36.75 1.39095178846648 0.05282576257272539 0.43189860263574603 0.26664856673246556 0.1465127335332909 0.10211433452577215 
41.25 1.3990597437468524 0.053876337666695466 0.4328193418374405 0.2665074245981319 0.14554482145959313 0.10125207443813898 
45.75 1.419029395886226 0.05842615353221655 0.4329798042138832 0.26501730352149144 0.14385934208578893 0.09971739664661988 
50.25 1.403543342363685 0.056338954861918505 0.43339713641837396 0.2660896372313163 0.14444175027018788 0.09973252121820346 
54.75 1.4143289868199527 0.059719518220211425 0.43322125441986176 0.2650333812738918 0.1434547052099868 0.0985711408760481 
59.25 1.3963064334530175 0.05777605017801298 0.4332774746944187 0.2660455909080612 0.14426646152383368 0.09863442269567345 
63.75 1.4037519387460835 0.060923292602292255 0.43295768131614776 0.26505139949535667 0.14351233238321637 0.09755529420298692 
68.25 1.3836966035150382 0.05890122800736012 0.4328174987038626 0.26608422319738856 0.14448830701799406 0.0977087430733947 
72.75 1.373695490575006 0.05932347097103143 0.4323668465710243 0.2661536076934883 0.1447966527253126 0.09735942203914319 
77.25 1.3832797190054817 0.061977637128151845 0.4321712140465835 0.2653096968706436 0.14412289431306174 0.0964185576415594 
80.0 1.3636907025112506 0.05986175344559285 0.43195439202608604 0.2661753744289405 0.14534963791818967 0.09665884218119083 
84.58333333333333 1.3459956561474913 0.05996145426098501 0.4307088129240896 0.26648914205821983 0.14613455814017534 0.0967060326165303 
89.08333333333333 1.3410655313184396 0.06027352197412214 0.43047042018349585 0.26655688827922364 0.14629882385845208 0.09640034570470618 
93.58333333333333 1.3522637589474418 0.06257804591581015 0.4305054111792412 0.2658018055351885 0.14560007772936576 0.09551465964039452 
98.08333333333333 1.3360170632431372 0.06098060312733163 0.430349163233032 0.266617821114128 0.14636914830936124 0.09568326421614719 
