Time 1.1-M-U-Total 1.1-M-U8 1.2-M-U-Total 1.2-M-U8 1.3-M-U-Total 1.3-M-U8 
0.16666666666666666 5.201777777777777 1.0 5.201777777777777 1.0 5.201783463281313 0.9999989226954056 
0.25 5.14091083968 1.0 5.14091083968 1.0 5.140922073572848 0.9999978462597365 
0.3333333333333333 5.14091083968 1.0 5.14091083968 1.0 5.140927699055592 0.9999967703786885 
0.4166666666666667 5.14091083968 1.0 5.14091083968 1.0 5.140933309032726 0.9999956950688734 
0.5 5.14091083968 1.0 5.14091083968 1.0 5.14093892963867 0.9999946203007942 
2.0 5.14091083968 1.0 5.14091083968 1.0 5.14103967540497 0.9999753693038562 
3.5 5.14091083968 1.0 5.14091083968 1.0 5.141139650021793 0.9999562963855478 
5.0 5.14091083968 1.0 5.14091083968 1.0 5.141238827258502 0.9999373994658611 
6.5 5.14091083968 1.0 5.14091083968 1.0 5.141337235114488 0.9999186764417595 
8.0 5.14091083968 1.0 5.14091083968 1.0 5.141434848499615 0.999900125282854 
9.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154519933017512 0.9998477941143131 
11.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154520201864901 0.9998477432677341 
12.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545204685431 0.999847692882251 
14.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545207330669225 0.9998476429524285 
15.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154520995447136 0.9998475934729097 
17.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154521255695391 0.9998475444384024 
18.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545215138241405 0.9998474958436759 
20.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154521769846564 0.9998474476835623 
21.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154522023776501 0.9998473999529544 
23.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154522275628378 0.9998473526468049 
24.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154522525417156 0.9998473057601274 
26.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154522773158277 0.9998472592879937 
27.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154523018867599 0.9998472132255335 
29.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154523262561368 0.9998471675679347 
30.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154523504256156 0.9998471223104416 
32.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545237439688325 0.9998470774483551 
33.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154523981716519 0.9998470329770313 
35.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.15452421751656 0.999846988891881 
36.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154524451386486 0.9998469451883693 
38.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154524683343988 0.9998469018620151 
39.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154524913406888 0.9998468589083898 
41.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154525141593113 0.9998468163231171 
42.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154525367920673 0.9998467741018724 
44.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154525592407637 0.9998467322403822 
45.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154525815072114 0.9998466907344236 
47.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154526035932243 0.9998466495798228 
48.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154526255006159 0.999846608772456 
50.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545264723119955 0.9998465683082476 
51.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545266878678575 0.9998465281831703 
53.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545269016918125 0.999846488393244 
54.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154527113801884 0.9998464489345359 
56.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154527324216032 0.9998464098031592 
57.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154527532952148 0.999846370995273 
59.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154527740028046 0.999846332507082 
60.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154527945461449 0.9998462943348355 
62.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.15452814926999 0.9998462564748265 
63.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154528351471201 0.9998462189233924 
65.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154528552082499 0.9998461816769137 
66.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545287511211955 0.999846144731813 
68.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545289486044785 0.9998461080845557 
69.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154529144549416 0.9998460717316484 
71.0 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.1545293389729485 0.9998460356696391 
72.5 5.1408917004072725 1.0 5.140660194261228 0.9999516536240479 5.154529531891883 0.9998459998951166 
