Time 1-MLP-U-Total 1-MLP-U8 
5.25 18.656081420191384 0.999110439268464 
9.75 18.548056302871306 0.9990451323124765 
14.25 18.442634500737388 0.9989824076475637 
18.75 18.351380033470925 0.99892514577802 
23.25 18.279676312882753 0.9988618518213053 
27.75 18.226196209147357 0.9987908627554148 
32.25 18.207112334472548 0.9985090826881462 
36.75 18.187748668761458 0.9984226684693958 
41.25 18.179369375808644 0.9982976489053479 
45.75 18.159894394544313 0.9984593962800329 
50.25 18.17618947480783 0.9981290747603283 
54.75 18.16653651779402 0.998294570438662 
59.25 18.185713287445594 0.9980356953471335 
63.75 18.179597343011352 0.9981447632850033 
68.25 18.200851072001626 0.9978515931587159 
72.75 18.211927214944154 0.9976239019873314 
77.25 18.203715184617053 0.997911966716344 
80.0 18.224788620972323 0.9976177959443515 
84.58333333333333 18.24418624847245 0.9974904705795171 
89.08333333333333 18.24974554438054 0.997432597599072 
93.58333333333333 18.23961069341159 0.997721077204873 
98.08333333333333 18.255955638197467 0.9973455754299119 
