Time 1.1_W_Pu_Total 1.1_W_Pu9 1.1_M_Pu_Total 1.1_M_Pu9 1.2_W_Pu_Total 1.2_W_Pu8 1.2_W_Pu9 1.2_W_Pu10 1.2_W_Pu11 1.2_W_Pu12 1.2_M_Pu_Total 1.2_M_Pu8 1.2_M_Pu9 1.2_M_Pu10 1.2_M_Pu11 1.2_M_Pu12 1.3_W_Pu_Total 1.3_W_Pu8 1.3_W_Pu9 1.3_W_Pu10 1.3_W_Pu11 1.3_W_Pu12 1.3_M_Pu_Total 1.3_M_Pu8 1.3_M_Pu9 1.3_M_Pu10 1.3_M_Pu11 1.3_M_Pu12 
134 0.3647542356562338 0.9999999999999999 0.6268644694361805 1.0 0.3393177558835123 0.000467139175257732 0.9652276632302406 0.0331078178694158 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4079497068477804 0.0004283306356701947 0.9657581872816753 0.03309779410275698 0.000678070196310354 3.761778358723389e-05 0.6359031844983836 0.00043396047666292674 0.9656935252588347 0.03309981999302107 0.0007350806930506812 3.7613578430601343e-05 
152 0.3647807930504047 1.0 0.6268772762130899 1.0 0.3394771179478844 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.42791110466841314 0.0004233246197565859 0.9658126619575539 0.03309584326690385 0.0006305487322499851 3.762142353574177e-05 0.6413644967179221 0.0004288904067385997 0.9657519221211018 0.03309800358293094 0.0006835665183397358 3.7617370888856806e-05 
170 0.36474154395003056 1.0 0.6268644694361805 1.0 0.33916231589946844 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.41351372941363246 0.0004183756913065841 0.965863863340963 0.03309378028662418 0.0005863557448996287 3.7624936206636396e-05 0.6358561395949146 0.00042387801483555703 0.9658067751450246 0.03309606571199283 0.0006356601025980037 3.762102554897056e-05 
188 0.3647537805422375 0.9999999999999999 0.6268644694361803 1.0 0.33930702469393254 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.41968957080398095 0.00041348331311817464 0.9659120170562234 0.03309161293051446 0.0005452583697698308 3.762833037397661e-05 0.6399802931313877 0.00041892276977342064 0.9658583287873347 0.03309401479828298 0.000591109092691986 3.762455191694062e-05 
206 0.3647807878601615 1.0 0.6268772762130899 1.0 0.33947676941252775 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4430482719560588 0.0004086469436243084 0.9659573330188117 0.033089348425481654 0.0005070399978810391 3.763161420125598e-05 0.6448776643346569 0.00041402413489498286 0.9659068104885894 0.0330918586730313 0.000549678744647002 3.762795883741693e-05 
224 0.3647415438903913 0.9999999999999999 0.6268644694361805 1.0 0.3391623043357828 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.42413705184329825 0.00040386603780209773 0.9660000065266051 0.033086993494431526 0.0004714991458774421 3.763479528379384e-05 0.6357913789804603 0.00040918156907178226 0.9659524318543764 0.03308960462142203 0.0005111507005900961 3.7631254539584925e-05 
242 0.3647410940575585 1.0 0.6268644694361803 1.0 0.3391519396889512 0.0004671391752577321 0.9652276632302408 0.03310781786941581 0.00115979381443299 3.758591065292097e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.42396702208102544 0.0003991400480026125 0.9660402192759342 0.03308455439135556 0.0004384484040196317 3.7637880688206876e-05 0.6424002038532935 0.0004043945276225412 0.9659953897552463 0.03308725942058232 0.0004753218498690792 3.763444667989354e-05 
260 0.3647537753981023 1.0 0.6268644694361803 1.0 0.33930668495823985 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.43458936921228153 0.0003944684247076645 0.9660781403075323 0.03308203693399337 0.0004077134567773932 3.764087698915893e-05 0.6446947250115006 0.00039966246315145665 0.9660358673508581 0.03308482937494943 0.00044200326865919434 3.763754238184123e-05 
278 0.36478078780149786 1.0 0.6268772762130899 1.0 0.33947675838094626 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.45785354968296266 0.0003898506172194711 0.966113926887152 0.03307944653423541 0.00037913217108953963 3.764379030357417e-05 0.6493665243593086 0.0003949848263127995 0.9660740350434811 0.033082320349194075 0.0004110192327389732 3.764054827301891e-05 
296 0.36474154388971725 0.9999999999999999 0.6268644694361805 1.0 0.33916230396978053 0.0004671391752577319 0.9652276632302406 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4342564258956001 0.000385286074288622 0.9661477253252866 0.03307678822642008 0.0003525537476823646 3.764662632248553e-05 0.6357138030666578 0.00039036106650775854 0.9661100513656414 0.033079737798866436 0.00038220629846484665 3.76434705195961e-05 
314 0.3647410940575507 0.9999999999999999 0.6268644694361803 1.0 0.3391519396769678 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4335502417425518 0.00038077424468534947 0.9661796717401615 0.03307406669366928 0.00032783793114305647 3.764939034068045e-05 0.6445640219794428 0.00038579063251900864 0.9661440638064016 0.033077086798919915 0.0003554124473010182 3.764631485842404e-05 
332 0.36474108891418117 1.0 0.6268644694361803 1.0 0.33915160040705233 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4368111926883539 0.0003763145777187043 0.9662098927678702 0.033071286292396765 0.00030485427473026677 3.7652087284294e-05 0.6473510198113241 0.00038127297308804655 0.966176209580459 0.03307437207025792 0.0003304962895680316 3.764908662691857e-05 
350 0.36475377533929365 1.0 0.6268644694361805 1.0 0.3393066738520618 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4502341529026055 0.0003719065237078733 0.9662385062232692 0.03306845107511427 0.0002834814561719823 3.765472173648981e-05 0.6417491770236627 0.00037680753743993896 0.9662066163439692 0.03307159800443874 0.00030732632336135946 3.76517907908741e-05 
368 0.36478078780082723 0.9999999999999999 0.6268644694361805 1.0 0.3394767580203194 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.47046395057626333 0.0003675495344095459 0.9662656217150243 0.03306556481165312 0.00026360664095187214 3.7657297961360265e-05 0.6356439606743322 0.000372393775759759 0.9662354028607436 0.03306876868666507 0.00028578024486125255 3.765443197035048e-05 
386 0.36474154388970953 1.0 0.6268772762130899 1.0 0.3391623039578157 0.00046713917525773203 0.9652276632302408 0.033107817869415815 0.00115979381443299 3.7585910652920964e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4435556601124601 0.00036324306340491485 0.966291341217939 0.03306263100890946 0.0002451248898202992 3.7659819926167834e-05 0.6541133076137988 0.00036803113962465337 0.9662626796222277 0.03306588791717592 0.0002657443065079284 3.7657014463764735e-05 
404 0.36474109405755095 1.0 0.6268644694361805 1.0 0.33915193967657575 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.44232658005158676 0.0003589865664496249 0.9663157596055265 0.0330596529292158 0.0002279386074861236 3.766229132204213e-05 0.6356113228036963 0.0003637190823951611 0.9662885494244305 0.033062959231151025 0.0002471127197529454 3.7659542270311174e-05 
422 0.3647410889141816 0.9999999999999999 0.6268644694361803 1.0 0.33915160040703934 0.00046713917525773203 0.9652276632302405 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.44601601237077754 0.0003547795017897022 0.9663389651455433 0.03305663360743284 0.00021195702965113282 3.766471558323843e-05 0.6478305131506642 0.00035945705956912175 0.966313107904771 0.0330599859172299 0.0002297870993191598 3.766201911082425e-05 
440 0.3647410888553737 1.0 0.6268644694361803 1.0 0.3391515893037363 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.45015351463610265 0.00035062133044627295 0.9663610399610567 0.03305357586685071 0.00019709574574126924 3.766709590505737e-05 0.6507997165110964 0.00035524452910124475 0.9663364440416011 0.03305697103474165 0.0002136759461089307 3.7664448447192314e-05 
458 0.36475377533862097 1.0 0.6268644694361805 1.0 0.33930667348860455 0.000467139175257732 0.9652276632302405 0.0331078178694158 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4655235791691604 0.00034651151647163925 0.9663820604594179 0.03305048233398141 0.00018327625486856493 3.7669435260517984e-05 0.643300010052509 0.0003510809516911635 0.9663586406189801 0.03305391742973409 0.00019869416609400012 3.766683350042107e-05 
476 0.36478078780081974 1.0 0.6268644694361805 1.0 0.33947675800851784 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4801565818237197 0.00034244952717908434 0.9664020977313597 0.0330473554523198 0.0001704255527256202 3.767173641587028e-05 0.6355496567918133 0.0003469657910425734 0.9663797746591026 0.03305082774988577 0.00018476262270159088 3.766917726744104e-05 
494 0.36474154388970925 1.0 0.6268644694361803 1.0 0.3391623039574243 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.45181805204713416 0.0003384348333485849 0.966421217922291 0.03304419749514399 0.00015847574727127791 3.767400194502755e-05 0.6500333854233917 0.00034289851409584495 0.9663999178246094 0.03304770445837762 0.00017180772038045532 3.767148253674467e-05 
512 0.3647410940575509 1.0 0.6268644694361803 1.0 0.3391519396765631 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.45026713521849904 0.00033446690941043477 0.9664394825777115 0.03304101057742254 0.0001473637012125599 3.767623424299343e-05 0.6494676714295092 0.00033887859123631124 0.9664191367928754 0.03304454984679696 0.00015976101718863636 3.767375190293523e-05 
530 0.36474108891418117 1.0 0.6268772762130899 1.0 0.33915160040703896 0.00046713917525773203 0.9652276632302405 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4543516904252988 0.0003305452336086211 0.9664569489645386 0.03303779666688972 0.00013703069942457583 3.767843553835302e-05 0.6592555682170911 0.00033490549648025245 0.9664374936042067 0.03304136604714064 0.00014855886439222536 3.7675987780261754e-05 
548 0.36474108885537376 1.0 0.6268644694361805 1.0 0.33915158930373623 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.00115979381443299 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4589290152131951 0.0003266692881456498 0.9664736703700245 0.033034557594347314 0.00012742213957762062 3.768060790489336e-05 0.6354918119534848 0.0003309787076404347 0.9664550459857625 0.03303815504297993 0.00013814207120211322 3.767819241521113e-05 
566 0.3647410888547015 1.0 0.6268644694361803 1.0 0.33915158894036024 0.000467139175257732 0.9652276632302405 0.0331078178694158 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.46348411182155325 0.00032283855931037356 0.9664896963798115 0.033031295063246334 0.0001184872443596171 3.768275327241342e-05 0.6509740126010423 0.00032709770647291754 0.9664718476528792 0.033034918679845406 0.00012845559290421146 3.768036789822197e-05 
584 0.36475377533861375 1.0 0.6268644694361803 1.0 0.33930667347670984 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4797733714052431 0.0003190525375902591 0.9665050731365812 0.0330280106585989 0.00011017879379298863 3.768487343677988e-05 0.6544133141380847 0.0003232619788066986 0.966487948589374 0.0330316586748863 0.00011944824075849509 3.768251617458207e-05 
602 0.36478078780081963 1.0 0.6268644694361805 1.0 0.3394767580081314 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.48699679390647926 0.000315310717769406 0.9665198435806458 0.033024705855267004 0.00010245287624848084 3.768697006928133e-05 0.6461757075721093 0.00031947101465764184 0.9665033953082797 0.0330283766258542 0.00011107241215400026 3.768463905456507e-05 
620 0.3647415438897096 0.9999999999999999 0.6268644694361805 1.0 0.33916230395741126 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4589864842897776 0.00031161259901352873 0.9665340476737349 0.033021382025671495 9.526865685487562e-05 3.76890447253295e-05 0.6354368610858244 0.00031572430832801777 0.9665182310943787 0.03302507401945912 0.00010328383961116374 3.768673822286041e-05 
638 0.36474109405755095 1.0 0.6268644694361803 1.0 0.3391519396765626 0.00046713917525773214 0.9652276632302407 0.033107817869415815 0.00115979381443299 3.758591065292097e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4573755422830097 0.0003079576849430121 0.9665477226071494 0.0330180404469616 8.858816209341707e-05 3.7691098852552936e-05 0.6528243676090862 0.0003120213584928783 0.9665324962297992 0.033021752239140646 9.604135732005963e-05 3.7688815247344556e-05 
656 0.36474108891418155 0.9999999999999999 0.6268644694361803 1.0 0.33915160040703896 0.00046713917525773203 0.9652276632302405 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.46181947498301174 0.0003043454836950635 0.9665609029953741 0.033014682307682876 8.237607944952629e-05 3.769313379832545e-05 0.6523101679433306 0.00030836166827438434 0.9665462282038491 0.03301841257229561 8.930668399368118e-05 3.769087158724022e-05 
674 0.36474108885537365 1.0 0.6268644694361803 1.0 0.3391515893037364 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4668008644268445 0.0003007755079758996 0.9665736210561563 0.03301130871397845 7.65995710724244e-05 3.769515081676894e-05 0.6553699674452109 0.0003047447453051228 0.9665594619081944 0.03301505621699995 8.304422089982415e-05 3.769290860070555e-05 
692 0.36474108885470163 1.0 0.6268644694361803 1.0 0.33915158894036024 0.0004671391752577319 0.9652276632302406 0.0331078178694158 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4717190966651104 0.0002972472751038287 0.9665859067779989 0.03300792069535601 7.122810046598968e-05 3.769715107526658e-05 0.6558738223405505 0.0003011701017813553 0.9665722298183929 0.03301168428826016 7.722086401379234e-05 3.769492755189342e-05 
710 0.36474108885469375 1.0 0.6268772762130899 1.0 0.3391515889284681 0.000467139175257732 0.9652276632302406 0.03310781786941581 0.0011597938144329897 3.7585910652920964e-05 0.6268285220054106 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4765517179702873 0.0002937603070440228 0.9665977880759427 0.033004519210051014 6.623327130190374e-05 3.769913566052124e-05 0.6636024311162791 0.00029763725450707287 0.9665845621627412 0.03300829782382693 7.180582930742305e-05 3.769692961751742e-05 
728 0.36475377533861364 1.0 0.6268644694361805 1.0 0.33930667347632054 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4926475024737244 0.00029031413043570766 0.9666092909364564 0.0330011051500145 6.15886775092213e-05 3.7701105584190436e-05 0.6353583892224733 0.0002941457249296543 0.9665964870793172 0.033004897789602 6.677049025819918e-05 3.769891589295922e-05 
746 0.3647807878008197 1.0 0.6268644694361803 1.0 0.3394767580081186 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4914812292312249 0.000286908276612436 0.9666204395521948 0.03299767934555132 5.726976385324567e-05 3.7703061788127316e-05 0.6535192291346014 0.0002906950391678636 0.9666080307620424 0.03300148508466604 6.208822672579075e-05 3.770088739794887e-05 
764 0.36474154388970925 1.0 0.6268644694361803 1.0 0.3391623039574108 0.0004671391752577319 0.9652276632302405 0.0331078178694158 0.0011597938144329895 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.46514662274154717 0.00028354228161606095 0.9666312564473297 0.03299424256963355 5.325369627129523e-05 3.770500514925534e-05 0.657181292081788 0.0002872847280328616 0.966619217596528 0.03299806054595482 5.773428440258851e-05 3.770284508184841e-05 
782 0.3647410940575509 1.0 0.6268644694361805 1.0 0.3391519396765625 0.0004671391752577321 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4636975579537807 0.0002802156862049722 0.9666417625941153 0.032990795541911776 4.951924128388116e-05 3.7706936484102174e-05 0.6486718187995442 0.00028391432704284974 0.9666300702864215 0.032994624952607195 5.3685644099924165e-05 3.770478982856572e-05 
800 0.36474108891418144 1.0 0.6268644694361805 1.0 0.33915160040703896 0.00046713917525773203 0.9652276632302405 0.03310781786941581 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.4684492509785021 0.0002769280358571117 0.9666519775212974 0.03298733893244524 4.604665384723662e-05 3.7708856553016495e-05 0.6353079998888519 0.00028058337643191786 0.9666406099709147 0.0329911790300093 4.992090018301983e-05 3.7706722461125356e-05 
818 0.36474108885537365 1.0 0.6268644694361803 1.0 0.3391515893037362 0.00046713917525773203 0.9652276632302406 0.03310781786941581 0.00115979381443299 3.7585910652920964e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.47377782918216127 0.00027367888076824606 0.96666191941494 0.03298387336517062 4.2817573057282054e-05 3.771076606409002e-05 0.655206460091561 0.00027729142115361587 0.9666508563340306 0.03298772345355449 4.6420147515500127e-05 3.7708643745919146e-05 
836 0.36474108885470163 1.0 0.6268644694361803 1.0 0.33915158894036024 0.0004671391752577319 0.9652276632302406 0.0331078178694158 0.0011597938144329897 3.758591065292096e-05 0.6266666693637438 0.00046713917525773203 0.9652276632302407 0.03310781786941581 0.0011597938144329897 3.758591065292097e-05 0.47903421374446825 0.0002704677758459292 0.9666716052121933 0.032980399421127786 3.981492515620377e-05 3.7712665676805156e-05 0.6546141226418903 0.0002740380108797304 0.966660827706264 0.03298425885214069 4.316487631880525e-05 3.7710554396660215e-05 
