Time 3-M-U-Total 3-M-U8 
0.16666666666666666 5.201783494473742 0.9999989227898988 
0.25 5.140916489483875 0.9999989227898988 
0.3333333333333333 5.14091083968 1.0 
0.4166666666666667 5.140916623337743 0.999998897307061 
0.5 5.140916623337743 0.999998897307061 
2.0 5.141012661172206 0.9999806483948355 
3.5 5.14091083968 1.0 
5.0 5.14091083968 1.0 
6.5 5.14091083968 1.0 
8.0 5.14091083968 1.0 
9.5 5.148028097367916 0.9998693303615004 
11.0 5.1544027871598805 0.9998479933486729 
12.5 5.15466215885246 0.9998275465871649 
14.0 5.154558311845134 0.999847332213957 
15.5 5.154661562794702 0.999827660149803 
17.0 5.154557715787376 0.999847445781171 
18.5 5.154660966736946 0.9998277737124672 
20.0 5.154557119729619 0.9998475593484112 
21.5 5.154660370679187 0.9998278872751579 
23.0 5.154556754048019 0.9998476290043188 
24.5 5.15455698245889 0.9998475855026887 
26.0 5.154557276716733 0.9998475295112339 
27.5 5.154557568493571 0.9998474740396133 
29.0 5.154557857803743 0.9998474190817143 
30.5 5.154558144662442 0.9998473646314975 
32.0 5.154558429085646 0.9998473106829942 
33.5 5.154558711090038 0.9998472572303063 
35.0 5.154558990692934 0.999847204267606 
36.5 5.154559267912217 0.9998471517891336 
38.0 5.154559542766276 0.9998470997891986 
39.5 5.154559815273957 0.9998470482621764 
41.0 5.154560085454497 0.9998469972025101 
42.5 5.154560353327486 0.9998469466047079 
44.0 5.154560618912823 0.9998468964633422 
45.5 5.154560882230669 0.9998468467730508 
47.0 5.154561143301409 0.9998467975285338 
48.5 5.154561402145623 0.9998467487245544 
50.0 5.154561658784048 0.9998467003559375 
51.5 5.154561913237554 0.9998466524175686 
53.0 5.154562165527105 0.9998466049043943 
54.5 5.154562415673743 0.9998465578114203 
56.0 5.154562663698566 0.9998465111337115 
57.5 5.1545629096227 0.9998464648663905 
59.0 5.154563153467279 0.9998464190046384 
60.5 5.154563395253431 0.999846373543692 
62.0 5.154563635002262 0.9998463284788454 
63.5 5.154563872734834 0.999846283805447 
65.0 5.154564108472157 0.9998462395189012 
66.5 5.154564342235173 0.9998461956146655 
68.0 5.1545645740447465 0.999846152088252 
69.5 5.154564803921649 0.9998461089352251 
71.0 5.154565031886554 0.9998460661512013 
72.5 5.154565257960028 0.9998460237318495 
74.0 5.154565482162521 0.9998459816728892 
75.5 5.154565704514353 0.9998459399700902 
77.0 5.15456592503572 0.9998458986192725 
78.5 5.154566143746677 0.9998458576163053 
79.83333333333333 5.154554432301565 0.9998480917789886 
79.91666666666667 1.9443589527857188 0.99917649163067 
81.25 5.140112000308054 0.9998511150184991 
82.75 5.140112000308054 0.9998511150184991 
84.25 5.140112000308054 0.9998511150184991 
85.75 5.140112000308054 0.9998511150184991 
87.25 5.140112000308054 0.9998511150184991 
87.33333333333333 3.2611523462048817 0.9996193185019047 
87.41666666666667 5.119212076938998 0.9996182211159204 
88.91666666666667 5.119314500261383 0.999598562872539 
90.41666666666667 5.154458035995863 0.9998469523820039 
91.91666666666667 5.154458317968225 0.9998468987091332 
93.41666666666667 5.1544585975683965 0.99984684551969 
94.91666666666667 5.154458874858459 0.9998467928079336 
96.41666666666667 5.154459149853768 0.99984674056825 
97.91666666666667 5.154459422570311 0.9998466887950909 
99.41666666666667 5.154459693024658 0.9998466374829738 
