Time 2-MLP-Pu-Total 2-MLP-Pu8 2-MLP-Pu9 2-MLP-Pu10 2-MLP-Pu11 2-MLP-Pu12 
5.25 0.9507474361154854 0.02078245308210106 0.3969259548541776 0.2737888444689497 0.1805889251883083 0.12791382240646326 
9.75 0.9507474361154846 0.020782453082101044 0.39692595485417753 0.27378884446894936 0.18058892518830846 0.1279138224064636 
14.25 0.9507474361154854 0.02078245308210106 0.3969259548541776 0.2737888444689497 0.1805889251883083 0.12791382240646326 
18.75 0.9507474361154854 0.02078245308210106 0.3969259548541776 0.2737888444689497 0.1805889251883083 0.12791382240646326 
23.25 0.9507474361154854 0.02078245308210106 0.3969259548541776 0.2737888444689497 0.1805889251883083 0.12791382240646326 
27.75 0.9497637894774056 0.020363758631471635 0.39697991322239334 0.27393520845335806 0.18069232620507736 0.12802879348769947 
32.25 0.9343541425323906 0.013741839486832434 0.3978358673344961 0.27623659537626205 0.1823243024606034 0.12986139534180602 
36.75 0.9333416541033088 0.013302585375516629 0.3978928162982961 0.2763883624976005 0.1824323293709949 0.12998390645759175 
41.25 0.9308393281187981 0.012214768666388804 0.39803397528158324 0.2767637964737569 0.1826997126223711 0.13028774695589987 
45.75 0.9450442348648059 0.018348062557648644 0.3972399867727029 0.2746383949852207 0.18118976346089005 0.12858379222353783 
50.25 0.931611111416405 0.012550624097837757 0.3979903593327424 0.276647932546812 0.18261718940111218 0.13019389462149555 
54.75 0.9464713895020692 0.018958758002130094 0.3971611520004682 0.27442559763386865 0.18103911963274752 0.12841537273078552 
59.25 0.9317042481047537 0.012591891036295346 0.39798494254378475 0.2766337387185668 0.18260704496690178 0.13018238273445146 
63.75 0.9449475803628123 0.018392938688183733 0.39722200231464067 0.2746225871446979 0.18118122634647996 0.12858124550599775 
68.25 0.9305312868751556 0.012131397604481951 0.3980376659222823 0.27679243886812377 0.18272153400775185 0.1303169635973601 
72.75 0.9291772324863334 0.012113862881005877 0.3979591874327261 0.27679737240914815 0.18274090587555103 0.13038867140156893 
77.25 0.944626814786319 0.018389132735651376 0.3972037193036082 0.2746237770680879 0.18118600710496893 0.1285973637876837 
80.0 0.9300114272174432 0.012426995005262495 0.3979256845140558 0.2766894964858185 0.1826627076319879 0.13029511636287516 
84.58333333333333 0.9292048499030267 0.011779482260385232 0.3980514707746011 0.2769132813965487 0.1828139156682594 0.13044184990020544 
89.08333333333333 0.9291185546071519 0.012088889450133693 0.39796235459153645 0.27680600083456736 0.1827470376850353 0.1303957174387271 
93.58333333333333 0.9447996109181995 0.018357193029841987 0.3972227408223092 0.2746350094328629 0.1811908333841394 0.12859422333084655 
98.08333333333333 0.9296418293410413 0.012481521927285182 0.39788816480834427 0.27667021454152646 0.18265501781732968 0.1303050809055144 
