Time 1-MLP-U-Total 1-MLP-U8 
0.75 18.385269189050486 0.9987020420245085 
5.25 18.272437147312225 0.9986599789445969 
9.75 18.16362981227135 0.9986166129494838 
14.25 18.07162170280811 0.9985724510032205 
18.75 18.053423749887145 0.9985304902121828 
23.25 18.03362552405903 0.9984767390773709 
27.75 18.076562018407962 0.997875628097013 
32.25 18.10053322874402 0.997800123725081 
36.75 18.13349657655871 0.997681146509757 
41.25 18.13562647285237 0.9981976995412348 
45.75 18.193111493425285 0.9976388933285736 
50.25 18.20086797851713 0.9980894416535283 
54.75 18.256606671580148 0.9976138625973423 
59.25 18.263212155529686 0.9979970714890471 
63.75 18.31477619889685 0.9975134337287916 
68.25 18.35003101187487 0.997176866379403 
72.75 18.343153303211672 0.9978509941681999 
77.25 18.394450160625105 0.9972257653489282 
80.08333333333333 18.412267538881537 0.9972824823254471 
84.58333333333333 18.436124958057036 0.99713548223327 
89.08333333333333 18.42231848864615 0.9978080555057778 
93.58333333333333 18.473090923562616 0.9970616396648135 
98.08333333333333 18.490220532914456 0.9970159206033462 
