Time 1-W-Pu-Total 1-W-Pu9 
0.16666666666666666 0.2069888888888889 0.9999999999999999 
0.3333333333333333 0.20084313706875453 0.9999999999999999 
0.5 0.20084313706875453 0.9999999999999999 
0.6666666666666666 0.20084313706875453 0.9999999999999999 
2.1666666666666665 0.20084313706875453 0.9999999999999999 
3.6666666666666665 0.20084313706875453 0.9999999999999999 
5.166666666666667 0.20084313706875453 0.9999999999999999 
6.666666666666667 0.20084313706875453 0.9999999999999999 
8.166666666666666 0.20084313706875453 0.9999999999999999 
9.666666666666666 0.20084313706875453 0.9999999999999999 
11.166666666666666 0.2008345505829504 1.0 
12.666666666666666 0.20082389487684596 1.0 
14.166666666666666 0.20081577838551948 1.0 
15.666666666666666 0.2008143482136543 1.0 
17.166666666666668 0.2008140962221805 1.0 
18.666666666666668 0.2008140518225317 1.0 
20.166666666666668 0.20081404399954603 1.0 
21.666666666666668 0.20081404262117727 1.0 
23.166666666666668 0.20081404237831607 1.0 
24.666666666666668 0.2008140423355253 1.0 
26.166666666666668 0.20081404232798564 0.9999999999999999 
27.666666666666668 0.20081404232665734 1.0 
29.166666666666668 0.20081404232642314 1.0 
30.666666666666668 0.20081404232638192 1.0 
32.166666666666664 0.20081404232637493 1.0 
33.666666666666664 0.20081404232637348 0.9999999999999999 
35.166666666666664 0.20081404232637345 1.0 
36.666666666666664 0.20081404232637345 1.0 
38.166666666666664 0.20081404232637332 1.0 
39.666666666666664 0.20081404232637345 1.0 
41.166666666666664 0.20081404232637345 1.0 
42.666666666666664 0.2008140423263733 1.0 
44.166666666666664 0.20081404232637345 1.0 
45.666666666666664 0.20081404232637332 1.0 
47.166666666666664 0.20081404232637332 1.0 
48.666666666666664 0.2008140423263733 1.0 
50.166666666666664 0.20081404232637332 1.0 
51.666666666666664 0.20081404232637345 1.0 
53.166666666666664 0.20081404232637345 1.0 
54.666666666666664 0.20081404232637345 1.0 
56.166666666666664 0.20081404232637332 1.0 
57.666666666666664 0.20081404232637345 1.0 
59.166666666666664 0.20081404232637332 1.0 
60.666666666666664 0.20081404232637332 1.0 
62.166666666666664 0.2008140423263733 1.0 
63.666666666666664 0.20081404232637332 1.0 
65.16666666666667 0.20081404232637345 1.0 
66.66666666666667 0.20081404232637345 1.0 
68.16666666666667 0.20081404232637345 1.0 
69.66666666666667 0.20081404232637345 1.0 
71.16666666666667 0.2008140423263733 1.0 
72.66666666666667 0.20081404232637332 1.0 
74.16666666666667 0.20081404232637345 1.0 
75.66666666666667 0.20081404232637332 1.0 
77.16666666666667 0.20081404232637345 1.0 
78.66666666666667 0.2008140423263733 1.0 
79.83333333333333 0.20081404232637332 1.0 
80.0 0.20081404232637318 1.0 
80.16666666666667 0.2008140423263733 1.0 
81.66666666666667 0.20081404232637318 1.0 
83.16666666666667 0.20081404232637318 1.0 
84.66666666666667 0.20081404232637332 1.0 
86.16666666666667 0.20081404232637318 1.0 
87.66666666666667 0.14400903274202226 1.0 
89.16666666666667 0.13987011432770177 1.0 
90.66666666666667 0.19052520780485424 1.0 
92.16666666666667 0.1985928970489668 1.0 
93.66666666666667 0.20029855233760321 1.0 
95.16666666666667 0.2006745250089222 1.0 
96.66666666666667 0.20075812532800485 1.0 
98.16666666666667 0.2007767501533796 1.0 
99.66666666666667 0.20078090123738196 1.0 
