Time 1-MLP-STD-U-Total 1-MLP-STD-U8 
0.75 18.15521024948183 0.9987077974825679 
5.25 18.15521024948183 0.9987077974825679 
9.75 18.15521024948183 0.9987077974825679 
14.25 18.15521024948183 0.9987077974825679 
18.75 18.15521024948183 0.9987077974825679 
23.25 18.155724812262665 0.9986790012710824 
27.75 18.18616193618141 0.9980592275813174 
32.25 18.186750899316184 0.9980263453550655 
36.75 18.18878144008563 0.9979129951618404 
41.25 18.167867343938568 0.9985408201518055 
45.75 18.188066771482614 0.9979528869801675 
50.25 18.168700423664163 0.9984941924095149 
54.75 18.188131446301654 0.997947205050411 
59.25 18.168704797749875 0.9984562385465776 
63.75 18.188656150973156 0.997899307419082 
68.25 18.19887372272128 0.9975477322022709 
72.75 18.168778722136572 0.9983743858126335 
77.25 18.198075559657525 0.9976221954404767 
80.08333333333333 18.19911669012534 0.9977562172011369 
84.58333333333333 18.198655304477583 0.9975651284174155 
89.08333333333333 18.16877751699114 0.9984257964957203 
93.58333333333333 18.198337881844154 0.997497972640719 
98.08333333333333 18.199132569594013 0.9974851844281852 
