Time 3-MLP-Pu-Total 3-MLP-Pu8 3-MLP-Pu9 3-MLP-Pu10 3-MLP-Pu11 3-MLP-Pu12 
0.75 1.321587616984735 0.011578446040778453 0.6216021495765187 0.19529972021997655 0.102646174898687 0.06887350926403912 
5.25 1.405353832526265 0.010457104967039601 0.6352221525051941 0.19951025501218386 0.08441937715275191 0.07039111036283045 
9.75 1.4867015881037038 0.009494865490391637 0.6466592308159099 0.20303240234050704 0.06914634653147098 0.0716671548217204 
14.25 1.5538112713220518 0.008732421851598357 0.6561375224697162 0.20593741066709237 0.05646625516432641 0.07272638984726655 
18.75 1.609469263131904 0.009654395683743613 0.6613144416963974 0.20767644568378713 0.04703069331253959 0.07432402362353216 
23.25 1.651848532931084 0.011047266195003746 0.6649763613790612 0.2086792748955572 0.039925660833563706 0.07537143669681408 
27.75 1.6628764899480213 0.007846256860053713 0.670799430056379 0.2100636667592616 0.035012256947811585 0.07627838937649405 
32.25 1.6788927136743934 0.009730296997093048 0.6727071369108446 0.21001633824288937 0.03113555886780121 0.07641066898137178 
36.75 1.6858306593016337 0.01132077107082134 0.674375574627731 0.2097738239880808 0.02817993309013909 0.0763498972232276 
41.25 1.7076050684715278 0.018236871376529785 0.6720254249094566 0.20824388263670965 0.025753853845887707 0.07573996723141634 
45.75 1.6905733950045916 0.015632374468355376 0.6757855747269296 0.2086612888149367 0.02413047155483257 0.07579029043494574 
50.25 1.7037551607203116 0.0210868959436957 0.6737853047393016 0.2073223022724281 0.022650694456433876 0.07515480258814071 
54.75 1.6848135000045472 0.018781371066478213 0.6769173824644554 0.20759212606682442 0.02164428284989832 0.07506483755234372 
59.25 1.69469912681361 0.023895226754135145 0.6748825311777954 0.20625361697761577 0.020614001290468094 0.07435462379998554 
63.75 1.673600746109931 0.021447061419266125 0.6777832929557446 0.206551739333989 0.019986855694883274 0.07423105059611701 
68.25 1.663643933208843 0.022402699417569515 0.678267632877649 0.20610452895257148 0.019412082128893695 0.07381305662331644 
72.75 1.6765152718727685 0.026937360574400323 0.6760611506121065 0.20496621261603354 0.018879322049003007 0.0731559541484566 
77.25 1.6549402984496595 0.024680083775258224 0.6785764132447878 0.20524215283334463 0.01851842735961569 0.07298292278699386 
80.08333333333333 1.6399766770173296 0.0253669294879605 0.6777880776267896 0.20466428896140113 0.019673217215108216 0.07250748670874044 
84.58333333333333 1.6352871744857695 0.026058210323982988 0.6780653841991312 0.20442303422936045 0.019286326009601194 0.07216704523792415 
89.08333333333333 1.6495509863725046 0.029947951306198893 0.6760884188745135 0.2035001317346658 0.018888027893550832 0.07157547019107084 
93.58333333333333 1.6306518474315506 0.027510103835811376 0.6786252716507135 0.20401703313713954 0.018339203352037772 0.07150838802429765 
98.08333333333333 1.6253841581398862 0.027636777082992094 0.6792250554805667 0.2039996204499136 0.017872295031927957 0.07126625195459979 
