Time 3-MLP-STD-Pu-Total 3-MLP-STD-Pu8 3-MLP-STD-Pu9 3-MLP-STD-Pu10 3-MLP-STD-Pu11 3-MLP-STD-Pu12 
0.75 1.5606304309888799 0.009705077817324088 0.6227802802131719 0.19566987431915028 0.1028407215286589 0.06900404612169488 
5.25 1.6797122769786628 0.008644144247794076 0.6363761298471137 0.1998727596777441 0.0845879826425983 0.07051898358474985 
9.75 1.809160504607959 0.0076901668715810235 0.6477929369072027 0.2033887056939367 0.06933540669950829 0.07179278382777114 
14.25 1.9304451671207319 0.006908341189558256 0.6573039117013294 0.20630389471763638 0.056628197806335816 0.07285565458514016 
18.75 2.044262744164748 0.006255739852109783 0.6651380709334019 0.20869140587853957 0.046181904161514846 0.07373287917443395 
23.25 2.1327896400640745 0.005743515833073082 0.6715711706713885 0.2106379523430897 0.03759238404694177 0.07445497710550694 
27.75 2.1878454822174627 0.0013807401713472197 0.6795337640784922 0.2130628207813537 0.030675841646456408 0.07534683332235037 
32.25 2.252753771546564 0.0007817101428491945 0.6840905174818126 0.2144176623265317 0.024848852030688033 0.07586125801811855 
36.75 2.293271142803434 0.000328547075317711 0.687777648993585 0.2154993337606611 0.02011511289861657 0.07627935727181968 
41.25 2.3624239359450336 0.0038810522516283547 0.6880796187973145 0.21551977801303487 0.016197485489913552 0.07632206544810867 
45.75 2.364331075143222 0.0006062101963797792 0.6925661834799984 0.21685134285294555 0.013147226386840986 0.07682903708383497 
50.25 2.407632265599016 0.0031624589111051925 0.692602858646886 0.21678925803460575 0.010602950492846963 0.07684247391455594 
54.75 2.4047192410688365 0.0005763195005325241 0.6958750776920869 0.21773989996196857 0.008593702847930885 0.0772149999974813 
59.25 2.440603343260384 0.0028724496621540334 0.6954805103181815 0.2175425832746836 0.0069237796046530626 0.07718067714032802 
63.75 2.4312043438618662 0.0005516403597449037 0.6980830826430865 0.21828277276965105 0.005603454049121161 0.07747905017839629 
68.25 2.4272609844945348 0.00020155743514927278 0.6991294175318868 0.21853666197590996 0.004527441031018162 0.07760492202603583 
72.75 2.447368657390462 0.002414009154351114 0.6982400854941715 0.21818494498949756 0.0036451158199350643 0.07751584454204474 
77.25 2.440474657987786 0.0004905662201838524 0.7001263380354654 0.21870068648230395 0.0029474624729442706 0.07773494678910232 
80.08333333333333 2.4387069881693755 0.00025945974204994034 0.7005779336949068 0.2187953429470771 0.0025760979903356193 0.07779116562563046 
84.58333333333333 2.43668772761931 0.00011904685762041767 0.7010689889192488 0.21887571839166445 0.002080692349815834 0.07785555348165041 
89.08333333333333 2.457348828391984 0.0020985369091758546 0.7000058865818433 0.21847113256896095 0.0016770592427274695 0.07774738469729257 
93.58333333333333 2.4347609830180965 0.0004350109514051548 0.7014421767494606 0.21884757489687925 0.0013582328796490609 0.07791700452260593 
98.08333333333333 2.4331586541571695 0.00022832116583254962 0.701814690454697 0.21889128891061618 0.0010973242797968068 0.07796837518905729 
