Time 2-MLP-STD-U-Total 2-MLP-STD-U8 
0.75 18.15521024948183 0.9987077974825679 
5.25 18.15521024948183 0.9987077974825679 
9.75 18.15521024948183 0.9987077974825679 
14.25 18.15521017532212 0.9987077974825679 
18.75 18.155210052823055 0.9987077974825679 
23.25 18.1554551531418 0.9986984933569777 
27.75 18.17646667389793 0.9982687209688843 
32.25 18.17734871496112 0.9982353192726814 
36.75 18.179134171261335 0.9981677186718884 
41.25 18.15818358698053 0.9985949657463191 
45.75 18.178388497096783 0.9981952940414697 
50.25 18.15901173375196 0.9985630400755863 
54.75 18.178446218045366 0.9981926100047722 
59.25 18.159013764241482 0.9985460957886201 
63.75 18.178961143372927 0.9981632227269379 
68.25 18.17951441100174 0.9979937751399058 
72.75 18.159082922618875 0.9985075451152134 
77.25 18.17870412900341 0.9980418068411261 
80.08333333333333 18.179742597595265 0.9980854484587486 
84.58333333333333 18.17956463402004 0.9979936335704109 
89.08333333333333 18.159091149730944 0.9985295725517861 
93.58333333333333 18.178692147004156 0.9979921278012188 
98.08333333333333 18.179734288552424 0.9979643584688594 
