Time 2-M-Pu-Total 2-M-Pu8 2-M-Pu9 2-M-Pu10 2-M-Pu11 2-M-Pu12 
9.166666666666666 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
10.666666666666666 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
12.166666666666666 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
13.666666666666666 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
15.166666666666666 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
16.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
18.166666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
19.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
21.166666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
22.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
24.166666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
25.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
27.166666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
28.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
30.166666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
31.666666666666668 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
33.166666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
34.666666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
36.166666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
37.666666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
39.166666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
40.666666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
42.166666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
43.666666666666664 0.04097703678818807 0.019088613730720898 0.4249378736091076 0.28567183653413586 0.16302097772082053 0.10728069840521512 
