Time 1.1-M-Pu-Total 1.1-M-Pu9 1.2-M-Pu-Total 1.2-M-Pu8 1.2-M-Pu9 1.2-M-Pu10 1.2-M-Pu11 1.2-M-Pu12 1.3-M-Pu-Total 1.3-M-Pu8 1.3-M-Pu9 1.3-M-Pu10 1.3-M-Pu11 1.3-M-Pu12 
0.16666666666666666 0.29243777777777774 0.9999999999999999 0.29242849267655924 0.0021582640949076113 0.7443000169770906 0.22406921905124072 0.022092287493618756 0.007380212383142481 0.29240311044947703 0.0021570302654488837 0.7443703442254995 0.224086697574641 0.022005076013577617 0.0073808519208328465 
0.25 0.29243777777777774 1.0 0.2924284926765592 0.0021582640949076113 0.7443000169770907 0.22406921905124072 0.022092287493618756 0.007380212383142481 0.29237564145262 0.002155812544146391 0.7444384991433296 0.22410577864775594 0.021918365411321517 0.007381544253446539 
0.3333333333333333 0.2914582897802788 1.0 0.29144903577848 0.0021582640949076113 0.7443000169770905 0.22406921905124064 0.022092287493618756 0.007380212383142479 0.29136909065529276 0.002154594757639092 0.7445063992525857 0.22412478305339376 0.021831988864173556 0.007382234072207921 
0.4166666666666667 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.2899080757553343 0.0021533769076156027 0.7445740457340654 0.2241437108551734 0.02174594512399849 0.007382921379147115 
0.5 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.28988114605306176 0.002152158997848255 0.744641439516479 0.22416256233408824 0.021660232968130196 0.007383606183454319 
2.0 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.28941360681163275 0.002130230602844415 0.7458123566334837 0.2244891526278542 0.020172745125681697 0.00739551501013588 
3.5 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.2889770810420129 0.002108304874162563 0.7469069056480816 0.22479268049084983 0.01878544150172426 0.007406667485181738 
5.0 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.28856939423560124 0.002086401049506278 0.7479300138650169 0.22507463666405145 0.017491836041094545 0.007417112380330891 
6.5 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.28818853100488157 0.002064536756878277 0.7488863165945856 0.2253364233426973 0.016285827726420506 0.007426895579418228 
8.0 0.2900238705845589 1.0 0.29001466212655935 0.002158264094907611 0.7443000169770905 0.22406921905124064 0.022092287493618752 0.007380212383142479 0.28783261076368316 0.0020427281214798116 0.7497801708628251 0.22557935835206094 0.015161682449868494 0.007436060213765619 
9.5 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.28845296363825945 0.0021915587001697977 0.7497292856446399 0.2252692722393757 0.015384279326523647 0.007425604089290819 
11.0 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.28845275712803364 0.0021915445129721284 0.7497298010853942 0.22526940987669497 0.015383635132097392 0.00742560939284121 
12.5 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.2884525639363961 0.0021915304102638647 0.7497302819126666 0.22526953711723197 0.015383036206279777 0.007425614353557778 
14.0 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.2884523831319302 0.0021915163969346224 0.7497307305470983 0.2252696546883119 0.01538247937223981 0.007425618995415443 
15.5 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.28845221384853054 0.00219150247740336 0.7497311492395656 0.2252697632662513 0.01538196167607201 0.007425623340707725 
17.0 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.28845205528083545 0.0021914886556528967 0.7497315400830917 0.22526986347993652 0.015381480371154065 0.007425627410164694 
18.5 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.2884519066799641 0.002191474935262008 0.7497319050239214 0.22526995591415178 0.015381032903602097 0.007425631223062683 
20.0 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.2884517673495539 0.002191461319435248 0.749732245871819 0.2252700411126732 0.015380616898746329 0.0074256347973262705 
21.5 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.288451636642075 0.0021914478110306615 0.7497325643096444 0.22527011958114615 0.015380230148555739 0.007425638149623125 
23.0 0.2899245810968647 1.0 0.29001485340763566 0.0021582658194702203 0.7443000718947886 0.2240692062928294 0.022092256220548317 0.007380199772363276 0.2884515139554041 0.0021914344125855355 0.7497328619022567 0.22527019178976032 0.015379870599944992 0.00742564129545219 
