Time 3-W-U-Total 3-W-U8 
9.333333333333334 0.6021267096155977 0.999852254833004 
10.833333333333334 0.6021267096155977 0.999852254833004 
12.333333333333334 0.6021267096155976 0.9998522548330039 
13.833333333333334 0.6021267096155977 0.999852254833004 
15.333333333333334 0.6021267096155976 0.9998522548330039 
16.833333333333332 0.6021267096155974 0.9998522548330039 
18.333333333333332 0.6021267096155977 0.999852254833004 
19.833333333333332 0.6021267096155976 0.9998522548330039 
21.333333333333332 0.6021267096155976 0.9998522548330039 
22.833333333333332 0.6021267096155976 0.9998522548330039 
24.333333333333332 0.6021267096155976 0.9998522548330039 
25.833333333333332 0.6021267096155974 0.9998522548330039 
27.333333333333332 0.6021267096155976 0.9998522548330039 
28.833333333333332 0.6021267096155976 0.9998522548330039 
30.333333333333332 0.6021267096155976 0.9998522548330039 
31.833333333333332 0.6021267096155976 0.9998522548330039 
33.333333333333336 0.6021267096155974 0.9998522548330039 
34.833333333333336 0.6021267096155977 0.999852254833004 
36.333333333333336 0.6021267096155977 0.999852254833004 
37.833333333333336 0.6021267096155976 0.9998522548330039 
39.333333333333336 0.6021267096155976 0.9998522548330039 
40.833333333333336 0.6021267096155976 0.9998522548330039 
42.333333333333336 0.6021267096155976 0.9998522548330039 
43.833333333333336 0.6021267096155976 0.9998522548330039 
45.333333333333336 0.6021267096155974 0.9998522548330039 
46.833333333333336 0.6021267096155974 0.9998522548330039 
48.333333333333336 0.6021267096155977 0.999852254833004 
49.833333333333336 0.6021267096155976 0.9998522548330039 
51.333333333333336 0.6021267096155974 0.9998522548330039 
52.833333333333336 0.6021267096155976 0.9998522548330039 
54.333333333333336 0.6021267096155976 0.9998522548330039 
55.833333333333336 0.6021267096155974 0.9998522548330039 
57.333333333333336 0.6021267096155976 0.9998522548330039 
58.833333333333336 0.6021267096155976 0.9998522548330039 
60.333333333333336 0.6021267096155974 0.9998522548330039 
61.833333333333336 0.6021267096155976 0.9998522548330039 
63.333333333333336 0.6021267096155974 0.9998522548330039 
64.83333333333333 0.6021267096155976 0.9998522548330039 
66.33333333333333 0.6021267096155976 0.9998522548330039 
67.83333333333333 0.6021267096155976 0.9998522548330039 
69.33333333333333 0.6021267096155976 0.9998522548330039 
70.83333333333333 0.6021267096155976 0.9998522548330039 
72.33333333333333 0.6021267096155974 0.9998522548330039 
73.83333333333333 0.6021267096155976 0.9998522548330039 
75.33333333333333 0.6021267096155976 0.9998522548330039 
76.83333333333333 0.6021267096155976 0.9998522548330039 
78.33333333333333 0.6021267096155977 0.999852254833004 
79.83333333333333 0.6021267096155976 0.9998522548330039 
81.33333333333333 0.6021267096155976 0.9998522548330039 
82.83333333333333 0.6021267096155976 0.9998522548330039 
84.33333333333333 0.6021267096155976 0.9998522548330039 
85.83333333333333 0.6021267096155974 0.9998522548330039 
87.25 1.8260400108886476 0.9995596256965968 
88.83333333333333 0.6021267096155976 0.9998522548330039 
90.33333333333333 0.6021267096155976 0.9998522548330039 
91.83333333333333 0.6021267096155976 0.9998522548330039 
93.33333333333333 0.6021267096155976 0.9998522548330039 
94.83333333333333 0.6021267096155976 0.9998522548330039 
96.33333333333333 0.6021267096155976 0.9998522548330039 
97.83333333333333 0.6021267096155976 0.9998522548330039 
99.33333333333333 0.6021267096155976 0.9998522548330039 
