Time 2-MLP-U-Total 2-MLP-U8 
0.75 18.397250623641135 0.9987077974825679 
5.25 18.397250623641135 0.9987077974825679 
9.75 18.397250623641135 0.9987077974825679 
14.25 18.397250623641135 0.9987077974825679 
18.75 18.397250623641135 0.9987077974825679 
23.25 18.39839155459725 0.9986828246097699 
27.75 18.41624834576184 0.9982931698653146 
32.25 18.417421262682335 0.9982676736565368 
36.75 18.420320491962894 0.9982047186861279 
41.25 18.403863230052192 0.9985631597767907 
45.75 18.41942617540875 0.9982241271961726 
50.25 18.40220906934946 0.9985993095389779 
54.75 18.41931897209683 0.9982263247541532 
59.25 18.404033508204154 0.9985454971083969 
63.75 18.420711856194067 0.9981881992757455 
68.25 18.422667948539054 0.9980556504130973 
72.75 18.404496146966622 0.9985137333042111 
77.25 18.42166720708237 0.9980851742525062 
80.08333333333333 18.422401706273224 0.9981160242558411 
84.58333333333333 18.422736450477792 0.998054063030373 
89.08333333333333 18.40422382241716 0.9985368637178779 
93.58333333333333 18.4222410751075 0.998038781147552 
98.08333333333333 18.42355030339068 0.9980237631100025 
