Time 1-M-U-Total 1-M-U8 
9.166666666666666 0.6020691590909091 1.0 
10.666666666666666 0.6020691590909091 1.0 
12.166666666666666 0.6020691590909091 1.0 
13.666666666666666 0.6020691590909091 1.0 
15.166666666666666 0.6020691590909091 1.0 
16.666666666666668 0.6020691590909091 1.0 
18.166666666666668 0.6020691590909091 1.0 
19.666666666666668 0.6020691590909091 1.0 
21.166666666666668 0.6020691590909091 1.0 
22.666666666666668 0.6020691590909091 1.0 
24.166666666666668 0.6020691590909091 1.0 
25.666666666666668 0.6020691590909091 1.0 
27.166666666666668 0.6020691590909091 1.0 
28.666666666666668 0.6020691590909091 1.0 
30.166666666666668 0.6020691590909091 1.0 
31.666666666666668 0.6020691590909091 1.0 
33.166666666666664 0.6020691590909091 1.0 
34.666666666666664 0.6020691590909091 1.0 
36.166666666666664 0.6020691590909091 1.0 
37.666666666666664 0.6020691590909091 1.0 
39.166666666666664 0.6020691590909091 1.0 
40.666666666666664 0.6020691590909091 1.0 
42.166666666666664 0.6020691590909091 1.0 
43.666666666666664 0.6020691590909091 1.0 
45.166666666666664 0.6020691590909091 1.0 
46.666666666666664 0.6020691590909091 1.0 
48.166666666666664 0.6020691590909091 1.0 
49.666666666666664 0.6020691590909091 1.0 
51.166666666666664 0.6020691590909091 1.0 
52.666666666666664 0.6020691590909091 1.0 
54.166666666666664 0.6020691590909091 1.0 
55.666666666666664 0.6020691590909091 1.0 
57.166666666666664 0.6020691590909091 1.0 
58.666666666666664 0.6020691590909091 1.0 
60.166666666666664 0.6020691590909091 1.0 
61.666666666666664 0.6020691590909091 1.0 
63.166666666666664 0.6020691590909091 1.0 
64.66666666666667 0.6020691590909091 1.0 
66.16666666666667 0.6020691590909091 1.0 
67.66666666666667 0.6020691590909091 1.0 
69.16666666666667 0.6020691590909091 1.0 
70.66666666666667 0.6020691590909091 1.0 
72.16666666666667 0.6020691590909091 1.0 
73.66666666666667 0.6020691590909091 1.0 
75.16666666666667 0.6020691590909091 1.0 
76.66666666666667 0.6020691590909091 1.0 
78.16666666666667 0.6020691590909091 1.0 
79.66666666666667 0.6020691590909091 1.0 
81.16666666666667 0.6020691590909091 1.0 
82.66666666666667 0.6020691590909091 1.0 
84.16666666666667 0.6020691590909091 1.0 
85.66666666666667 0.6020691590909091 1.0 
87.16666666666667 0.6020691590909091 1.0 
87.25 1.827343678581586 1.0 
88.75 0.6020691590909091 1.0 
90.25 0.6020691590909091 1.0 
91.75 0.6020691590909091 1.0 
93.25 0.6020691590909091 1.0 
94.75 0.6020691590909091 1.0 
96.25 0.6020691590909091 1.0 
97.75 0.6020691590909091 1.0 
99.25 0.6020691590909091 1.0 
